6112	The manuscript entitled „Prognostic value of small bowel mucosal villous atrophy at diagnosis in Dermatitis herpetiformis” presents an important issue, but the study requires some revisions.	{"152, 155, TRIGGER","24, 122, LOCATION","4, 14, LOCATION"}
6113	The main problem is associated with the fact, that Authors applied the tools, that were either not validated at all (their own questionnaire), or were validated, but in a different groups (GSRS validated for groups of IBS patients and pelvic ulcer patients). Without the validation conducted in the properly chosen group, it can not be stated , that the results obtained using the form allow to conclude. This problem is especially important, if the data obtained using the forms are the main data in the study.	{"143, 145, TRIGGER","162, 165, TRIGGER"}
6114	Authors should precisely present the scope of their study in the title – currently the title does not present the same scope, as presented in the aim of the study. It should be corrected .	{"146, 162, LOCATION","8, 14, MODAL","25, 32, ACTION","65, 70, LOCATION","87, 92, LOCATION","167, 173, MODAL","177, 186, ACTION","33, 57, CONTENT"}
6115	The excessive information from the introduction is not needed – Authors should rather present more results of their study.	{"86, 93, ACTION","0, 25, CONTENT","51, 61, ACTION","94, 121, CONTENT","72, 78, MODAL","35, 47, LOCATION"}
6116	The“prognostic value” may be also misleading  for readers.	{"34, 44, ACTION","22, 25, MODAL","0, 21, CONTENT"}
6117	In this section Authors should precisely specify the background of their study – why did they suppose, that between compared groups may be a difference?	{"85, 151, CONTENT","8, 15, LOCATION","24, 30, MODAL","41, 48, ACTION","81, 84, TRIGGER","49, 78, CONTENT"}
6118	Authors should also precisely formulate the aim, that should correspond the title (as indicated above).	{"76, 81, LOCATION","8, 14, MODAL","30, 39, ACTION","54, 60, MODAL","40, 47, CONTENT"}
6119	Authors should specify what is the policy in their country of using  the medical record data of patients who did not express their informed consent – they analysed not only the data of patients who expressed their informed consent (2nd stage) but also of patients who did not (1st stage). In some countries it is allowed and in other countries it is not. If all the patients while being in the hospital allow to use their medical record data in the analysis – it should be specified .	{"473, 482, ACTION","463, 469, MODAL","243, 246, TRIGGER","15, 22, ACTION","8, 14, MODAL","358, 457, CONTENT","31, 147, CONTENT","355, 357, TRIGGER"}
6120	It should be specified  in what share of individuals, the GFD was applied before the diagnosis and the share should be compared  between sub-groups.	{"129, 147, CONTENT","3, 9, MODAL","109, 115, MODAL","119, 127, ACTION","99, 108, CONTENT","24, 94, CONTENT","13, 22, ACTION"}
6121	Lines 87-95 – it should be defined what was the grading procedure. Such procedure (depending on the factor) may be highly subjective, so the general rules that were applied must be presented . Moreover, it should be indicated how many persons conducted grading and if each grading was conducted  by only one physician or independently by two of them.	{"0, 11, LOCATION","226, 349, CONTENT","137, 154, CONTENT","44, 65, CONTENT","216, 225, ACTION","206, 212, MODAL","181, 190, ACTION","173, 177, MODAL","27, 34, ACTION","17, 23, MODAL"}
6122	The number of the bioethical commission agreement (or the date) should be indicated .	{"64, 70, MODAL","0, 49, CONTENT","51, 53, TRIGGER","54, 62, CONTENT","74, 83, ACTION"}
6123	It should be specified if the applied  disease-specific questionnaire was validated. If it was – it should be indicted what were the results of the validation. The assessment of the reproducibility of the data may be crucial for the new form.	{"85, 87, TRIGGER","110, 118, ACTION","100, 106, MODAL","13, 22, ACTION","3, 9, MODAL","39, 69, CONTENT","129, 158, CONTENT"}
6124	Moreover, the new form (not published previously) should be presented  – either in the main body of the article, or as a supplementary material.	{"87, 96, LOCATION","50, 56, MODAL","60, 69, ACTION","104, 111, LOCATION","121, 143, LOCATION","10, 49, CONTENT"}
6125	The GSRS questionnaire in the indicated reference was validated for groups of IBS patients and pelvic ulcer patients, but not for coeliac disease ones. If Authors have the data from the validation conducted for coeliac disease ones – they should present it. If they do not have – they should indicate it as an important limitation of the study.	{"292, 300, ACTION","152, 154, TRIGGER","258, 260, TRIGGER","39, 49, LOCATION","163, 167, ACTION","310, 343, CONTENT","118, 121, TRIGGER","239, 245, MODAL","246, 253, ACTION","168, 231, CONTENT","285, 291, MODAL"}
6126	It should be specified what method was applied  to verify the normality of distribution.	{"3, 9, MODAL","58, 87, CONTENT","28, 34, CONTENT","13, 22, ACTION"}
6127	Lines 149-150 – rather a disease duration, than year of diagnosis should be presented	{"76, 85, ACTION","0, 13, LOCATION","23, 41, CONTENT","66, 72, MODAL","48, 65, CONTENT"}
6128	Line 160 – p=0.097 may be treated  as a“close to significance”, but if so, the p<0.1 should be defined  as close to significance in a statistical analysis methods section	{"79, 84, CONTENT","39, 62, LOCATION","134, 170, LOCATION","107, 128, CONTENT","95, 102, ACTION","85, 91, MODAL","64, 67, TRIGGER","11, 18, LOCATION","0, 8, LOCATION"}
6129	Tables – the p-Values should be presented in tables for conducted  comparisons	{"45, 51, LOCATION","32, 41, ACTION","22, 28, MODAL","0, 6, LOCATION","9, 21, CONTENT"}
6130	Figure 1 – should be rather presented  as a table, as not all categories may be read in the current form	{"28, 37, ACTION","44, 49, CONTENT","0, 8, LOCATION","11, 17, MODAL"}
6131	Line 215 – p=0.05 should be specified  – the p=0.049 and p=0.051 are from various categories of p-Value, so especially in this case Authors should precisely present the obtained value	{"28, 37, ACTION","45, 52, LOCATION","57, 64, LOCATION","140, 146, MODAL","157, 164, ACTION","165, 183, CONTENT","11, 17, CONTENT","0, 8, LOCATION","18, 24, MODAL"}
6132	Paragraph 3.2. – the results presented previously in tables and in the text while tables are being presented, should not be reproduced  once again	{"53, 59, LOCATION","17, 28, CONTENT","0, 14, LOCATION","71, 75, LOCATION","110, 116, MODAL","117, 134, ACTION","82, 88, LOCATION","75, 81, TRIGGER"}
6133	Authors should not reproduce the results in the Discussion section.	{"8, 18, MODAL","29, 40, CONTENT","19, 28, ACTION","48, 66, LOCATION"}
6134	The possible physiological explanation of the observed differences should be presented  – Authors should try to indicate what is the reason of the observed differences.	{"98, 104, MODAL","112, 120, ACTION","129, 167, CONTENT","67, 73, MODAL","77, 86, ACTION","0, 66, CONTENT"}
6135	Authors should broaden the limitations sub-section and add also other limitations – e.g. associated with the applied questionnaires, fact that patients are from the same hospital (same region?), etc.	{"55, 58, ACTION","64, 81, CONTENT","105, 193, CONTENT","8, 14, MODAL","15, 22, ACTION","27, 50, LOCATION"}
6136	The information, that“All authors contributed substantially to the reported work.” is not needed.	{"21, 82, LOCATION","86, 96, ACTION"}
6137	Authors included a number of old and very old references (older than 2000) – over 42% of included references. The redundant old references should be removed , while the new ones should be included , if possible.	{"165, 177, CONTENT","178, 184, MODAL","110, 138, CONTENT","188, 196, ACTION","139, 145, MODAL","149, 156, ACTION"}
6138	The manuscript by Chae and co-workers discusses the isolation and formulation of 1D niobium selenide crystals. The topic is of interest to a broad audience, however the potential impact needs to be emphasized. The manuscript reads well, and the conclusions are supported by experimental evidence. The work lacks of critical evaluation. Overall, it is worth publishing in nanomaterials after addressing the following comments.	{"402, 424, CONTENT","4, 14, LOCATION","157, 164, TRIGGER","186, 191, MODAL","391, 401, ACTION","165, 185, CONTENT","198, 208, ACTION","214, 225, LOCATION"}
6139	1. The potential impact and use of the research outcomes should be clearly stated  in the manuscript, and briefly implied in the abstract and conclusion sections.	{"3, 56, CONTENT","142, 161, LOCATION","129, 137, LOCATION","114, 121, ACTION","90, 100, LOCATION","75, 81, ACTION","57, 63, MODAL"}
6140	2. The authors claim that niobium selenide is a“new type of” material. However, it has been studied for a long time with publications from the 70s and 80s.	{"71, 78, TRIGGER"}
6141	3. Avoid grouping references, e.g. [1-5], [6-10], [11-23], instead discuss them individually if they are relevant for the manuscript, or if the statement is general then a single book chapter or review article should be cited .	{"35, 40, LOCATION","42, 48, LOCATION","170, 209, CONTENT","3, 8, ACTION","50, 57, LOCATION","210, 216, MODAL","18, 28, CONTENT","219, 225, ACTION"}
6142	4. Avoid the x/y format for units, and use the x y^-1 format instead, as per the IUPA recommendation (both in the text and on the figures).	{"13, 33, CONTENT","77, 100, CONTENT","3, 8, ACTION","39, 42, ACTION","114, 118, LOCATION","130, 137, LOCATION","47, 60, CONTENT"}
6143	5. The authors should comment on the reproducibility of their methods, and preferably provide some quantitative data to demonstrate the robustness of their method. Currently there are no standard deviations or any mention of repeats and their goodness.	{"15, 21, MODAL","22, 30, ACTION","33, 69, CONTENT","214, 251, CONTENT","187, 206, CONTENT","180, 186, ACTION","99, 162, CONTENT","86, 93, ACTION"}
6144	6. Works on solvent selection for dispersion should be briefly introduced  in the manuscript: Compos. Sci. Technol., 2005, 65, 719-725; J. Am. Ceram. Soc., 2000, 83, 1681-1686.	{"94, 175, CONTENT","82, 92, LOCATION","63, 73, ACTION","45, 51, MODAL","3, 44, CONTENT"}
6145	7. The rationale behind the selection of the solvents should be mentioned . Were they randomly selected? In such an extensive study, the authors could have considered including  some green solvents, especially from the class of alcohols, which seem to work the best based on the results. The authors should refer to book chapter 3.15, Organic Solvents in Sustainable Synthesis and Engineering, Green Chemistry – An Inclusive Approach, 2018, 513-553 (Elsevier) as a guideline for solvent selection.	{"316, 459, CONTENT","3, 53, CONTENT","54, 60, MODAL","64, 73, ACTION","76, 80, TRIGGER","81, 103, CONTENT","145, 155, MODAL","167, 176, ACTION","183, 197, CONTENT","210, 236, CONTENT","279, 286, LOCATION","300, 306, MODAL","307, 312, ACTION","479, 496, CONTENT"}
6146	8. The chemical structures in Table 1 should be redrawn to have the same size.	{"48, 55, ACTION","68, 77, CONTENT","30, 37, LOCATION","3, 26, CONTENT","38, 44, MODAL"}
6147	9. Avoid exaggeration and vague expressions throughout the text, e.g.“very important” should be simply“important”.	{"3, 8, ACTION","59, 63, LOCATION","102, 113, CONTENT","86, 92, MODAL","69, 85, LOCATION","9, 43, CONTENT"}
6148	10. The work used 16 conventional solvents and many of them are undesirable for toxicity and environmental reasons. The authors should mention in a sentence that solvent consumption should be minimized  in order to increase the sustainability of the process via sustainable membrane-based recovery (ACS Catal., 2018, 8, 7430–7438; ACS Sustainable Chem. Eng., 2014, 2, 2371–2379).	{"162, 378, CONTENT","128, 134, MODAL","135, 142, ACTION","148, 156, LOCATION"}
6149	11. The conclusion section is too brief. It should summarize the main research findings, and preferably it should include some quantitative statements. The drawbacks and limitations of the method should be also mentioned  to add a critical edge.	{"27, 39, ACTION","211, 220, ACTION","196, 202, MODAL","152, 195, CONTENT","127, 150, CONTENT","114, 121, ACTION","107, 113, MODAL","61, 87, CONTENT","51, 60, ACTION","44, 50, MODAL","8, 26, LOCATION"}
6150	The manuscript entitled“Stabilization of Vitamin D in Pea Protein Isolate Nanoemulsions Increases its bioefficacy in Rats” presents interesting issue, but some important corrections are necessary.	{"4, 14, LOCATION","23, 122, LOCATION","151, 154, TRIGGER","160, 181, CONTENT","182, 195, ACTION"}
6151	The manuscript should be prepared  according to the instructions for Authors and some aspects must be corrected  – e.g. Abstract “The abstract should be a single paragraph and should follow the style of structured  abstracts, but without headings”), references (doubled numbering should be removed ), etc.	{"4, 14, LOCATION","15, 21, MODAL","25, 33, ACTION","81, 93, CONTENT","94, 98, MODAL","102, 111, ACTION","120, 128, LOCATION","129, 247, CONTENT","250, 260, LOCATION","262, 297, CONTENT"}
6152	“Control sufficient group” – the other description of group is needed, as a word“sufficient” does not present properly the characteristics – they were rather with no vitamin D deficiency, not“sufficient”.	{"63, 69, ACTION","0, 26, LOCATION","32, 59, CONTENT","93, 109, ACTION","158, 186, CONTENT","191, 203, LOCATION"}
6153	The treatment should be briefly defined  for groups: Nano+VitD, Oil+VitD, Nano-VitD, Oil-VitD – especially if for Nano-VitD, Oil-VitD, the“minus” sigh looks like“hyphen” sigh, so Authors should think about changing  the names to obtain better readability	{"138, 150, CONTENT","216, 225, CONTENT","206, 214, ACTION","187, 193, MODAL","125, 133, LOCATION","114, 123, LOCATION","32, 39, ACTION","0, 13, CONTENT","85, 93, LOCATION","53, 62, LOCATION","64, 72, LOCATION","74, 83, LOCATION","14, 20, MODAL","161, 174, CONTENT"}
6154	Authors should correct the wording  – e.g. they should not indicate that “vitamin D deficient rats […] recovered from VitD deficiency […] compared to the sufficient control”, as they may have either “recovered from VitD deficiency […] compared to the baseline results” or “be characterised by higher VitD level […] compared to the sufficient control” – it should be corrected  accordingly in the whole manuscript	{"15, 22, ACTION","73, 173, LOCATION","55, 67, ACTION","48, 54, MODAL","8, 14, MODAL","23, 34, CONTENT","402, 412, LOCATION","366, 375, ACTION","356, 362, MODAL","272, 350, CONTENT","199, 268, CONTENT"}
6155	Background – Authors should properly justify the study – not only present the aim, but aim accompanied by proper justification	{"87, 126, CONTENT","83, 86, TRIGGER","45, 54, CONTENT","37, 44, ACTION","21, 27, MODAL","0, 10, LOCATION"}
6156	The vitamin D content in the diets should be presented and the intake should be compared  between groups.	{"45, 54, ACTION","35, 41, MODAL","59, 69, CONTENT","70, 76, MODAL","80, 88, ACTION","90, 104, CONTENT","22, 34, LOCATION","0, 21, CONTENT"}
6157	Lines 35-43 – Authors present a number of basic or even trivial information that are well known for the readers of the Nutrients journal – such information must be reduced	{"139, 155, CONTENT","0, 11, LOCATION","156, 160, MODAL","164, 171, ACTION","30, 95, CONTENT"}
6158	The section must be more consistent with the conducted  study – Authors assessed the model of young rats – rather the model of rickets than osteomalacia, so more information about rickets is needed and not about osteomalacia	{"157, 187, CONTENT","191, 197, ACTION","17, 35, ACTION","12, 16, MODAL","41, 61, CONTENT","4, 11, LOCATION"}
6159	Authors must briefly introduce the aim of the study – it is not known what model is analysed – the model of fortified food products (if so, Authors did not present the influence of nutrients present in the fortified products that may interact) or the model of supplementation (if so, why the Introduction section presents the issue of food fortification).	{"95, 131, CONTENT","247, 275, CONTENT","244, 246, TRIGGER","133, 135, TRIGGER","152, 163, ACTION","164, 242, CONTENT","277, 279, TRIGGER","292, 312, LOCATION","313, 321, ACTION","322, 353, CONTENT","8, 12, MODAL","21, 30, ACTION","31, 51, CONTENT","60, 69, ACTION","70, 92, CONTENT"}
6160	The rest of the section should be corrected  accordingly – e.g. if the model of food fortification is analysed – what products are in general fortified, what amount of vitamin D is added, what is the share of fortified products in vitamin D supply, etc.	{"34, 43, ACTION","113, 253, CONTENT","67, 110, CONTENT","64, 66, TRIGGER","24, 30, MODAL","4, 23, LOCATION"}
6161	Lines 105-107 – The specific number of ethics committee agreement should be presented  (referred), as on the basis of the presented info it is not explicit, that the research obtained the agreement to be conducted “Research principles and ethical guidelines of the KSU-CAMS Research Ethics Committee were strictly observed for all experiments using animals”).	{"214, 357, LOCATION","162, 213, CONTENT","88, 96, ACTION","76, 85, ACTION","66, 72, MODAL","16, 65, CONTENT","0, 13, LOCATION","140, 155, ACTION"}
6162	Line 112 –“This diet contained 1,000 IU (25 ?g) of cholecalciferol per kg.” the information is reproduced from the previous sentence	{"95, 105, ACTION","115, 132, LOCATION","10, 75, LOCATION","76, 91, CONTENT","0, 8, LOCATION"}
6163	The vitamin D intake (based on the intake of diet) must be presented and compared .	{"0, 50, CONTENT","59, 68, ACTION","73, 81, ACTION","51, 55, MODAL"}
6164	It seems, that Authors did not verify the normality of distribution for the assessed variables. Authors must verify the normality of distribution and specify the test applied for verification.	{"23, 37, ACTION","116, 145, CONTENT","150, 157, ACTION","158, 191, CONTENT","109, 115, ACTION","38, 94, CONTENT","104, 108, MODAL"}
6165	If the distribution is normal, the mean values should be presented  (accompanied by SD), but if it is different than normal, the median, accompanied by minimum and maximum values should be presented  – it should be specified  that distribution is normal if it is.	{"93, 95, TRIGGER","205, 211, MODAL","215, 224, ACTION","231, 262, CONTENT","31, 46, CONTENT","47, 53, MODAL","57, 66, ACTION","69, 86, CONTENT","89, 92, TRIGGER","125, 178, CONTENT","179, 185, MODAL","189, 198, ACTION","0, 2, TRIGGER"}
6166	The applied statistical tests should be corrected accordingly based  on distribution.	{"40, 49, ACTION","0, 29, CONTENT","30, 36, MODAL","62, 84, CONTENT"}
6167	If the distribution is normal, the mean values should be presented  (accompanied by SD), but if it is different than normal, the median, accompanied by minimum and maximum values should be presented  – it should be specified  that distribution is normal if it is.	{"0, 2, TRIGGER","125, 178, CONTENT","179, 185, MODAL","189, 198, ACTION","205, 211, MODAL","215, 224, ACTION","231, 262, CONTENT","93, 95, TRIGGER","31, 46, CONTENT","47, 53, MODAL","57, 66, ACTION","69, 86, CONTENT","89, 92, TRIGGER"}
6168	Table 1 – Authors should compare the baseline vitamin D levels for“VitD” groups	{"25, 32, ACTION","37, 62, CONTENT","66, 72, LOCATION","0, 7, LOCATION","18, 24, MODAL"}
6169	The baseline body mass for groups should be presented and compared	{"44, 53, ACTION","34, 40, MODAL","0, 33, CONTENT","58, 66, ACTION"}
6170	Figure 3(B), Figure 4(B) – should be presented  rather as tables to be easier to follow	{"27, 33, MODAL","48, 54, TRIGGER","55, 64, CONTENT","37, 46, ACTION","13, 24, LOCATION","0, 11, LOCATION"}
6171	Authors should address the short period of the study – Authors analysed the results after only one week of intervention – why such a short intervention was planned and how it may have influenced the observed results?	{"8, 14, MODAL","15, 22, ACTION","23, 52, CONTENT","122, 125, TRIGGER","126, 215, CONTENT"}
6172	It seems that a number of factors were not analysed at baseline, but just after intervention – it should be explained and discussed .	{"98, 104, MODAL","108, 117, ACTION","122, 131, ACTION","14, 33, CONTENT","39, 51, ACTION"}
6173	The limitations of the study should be extensively discussed	{"0, 28, CONTENT","29, 35, MODAL","51, 60, ACTION"}
6174	Authors should address the previously indicated issues associated with the applied model	{"15, 22, ACTION","8, 14, MODAL","27, 88, CONTENT"}
6175	The potential mechanism was not studied, so it should not be addressed  in the conclusion	{"0, 23, CONTENT","79, 89, LOCATION","54, 70, ACTION","46, 53, MODAL","27, 39, ACTION"}
6176	X.X. (line 303) – who is he?	{"6, 14, LOCATION","0, 4, LOCATION","22, 27, CONTENT","18, 21, TRIGGER"}
6177	H.F. – it seems that he participated only in resources (what do Authors mean by“resources”?) and funding acquisition	{"0, 4, LOCATION","72, 90, CONTENT","56, 60, TRIGGER"}
6178	S.R. - it seems that he participated only in investigation (what do Authors mean by“investigation”? animal experiment?)	{"0, 4, LOCATION","100, 117, CONTENT","76, 98, CONTENT","60, 64, TRIGGER"}
6179	In this work, the adsorption of a polycation (namely polydiallyldimethylammonium chloride) onto the surface of nanosilica (synthesized from rice husk) was studied. The applicability of surface modified nanosilica in antibiotic (AMX) adsorption was investigated. The topic of the manuscript is suitable for the journal, and the results are interesting. However, there are several issues that must be addressed  prior to further consideration for publishing.	{"399, 408, ACTION","371, 385, CONTENT","327, 334, LOCATION","279, 289, LOCATION","8, 12, LOCATION","391, 395, MODAL"}
6180	1) The article is full of grammatical mistakes and incorrect use of English which hinders understanding. -> The manuscript should be revised and corrected , preferably by a native speaker or proof-reading company.	{"26, 75, CONTENT","145, 154, ACTION","112, 122, LOCATION","123, 129, MODAL","133, 140, ACTION"}
6181	2) The introduction is poorly structured, and lacks a logical thread of discussion. -> Problem statement, existing solutions and hypothesis of the work should be clearly stated .	{"46, 51, ACTION","170, 176, ACTION","152, 158, MODAL","87, 151, CONTENT","52, 82, CONTENT","23, 40, ACTION","7, 19, LOCATION"}
6182	3) The introduction claims environmental remediation as the proposed application area of the prepared adsorbent. However, it is not clear which sector (industrial/domestic waste water treatment, potable water purification, etc.) faces problems caused by antibiotic pollutants where the developed adsorbents could be used . -> The introduction should precisely highlight the reason why new, effective adsorbents for antibiotic removal are needed.	{"330, 342, LOCATION","128, 137, ACTION","138, 320, CONTENT","370, 444, CONTENT","7, 19, LOCATION","113, 120, TRIGGER","360, 369, ACTION","343, 349, MODAL"}
6183	4) The importance of sustainability in new water treatment processes should be mentioned with examples of various adsorbents complementing the one selected  by the authors: biochar (Journal of Environmental Management, 2017, 197, 732-749), imprinted materials (Green Chemistry, 2015, 17, 5196-5205), coconut (Journal of Cleaner Production, 2017, 162, 484-490), FO-MD (Water Research, 2014, 52, 112-121).	{"89, 402, CONTENT","79, 88, ACTION","69, 75, MODAL","3, 68, CONTENT"}
6184	5) Figures 13-16: Instead of/Besides‘Removal Efficiency’,‘Adsorbent capacity’ should be depicted  as it gives a better picture on the adsorbent performance.	{"88, 96, ACTION","3, 16, LOCATION","36, 56, LOCATION","57, 77, CONTENT","78, 84, MODAL","18, 28, TRIGGER"}
6185	6) Bulk references should be avoided . Instead, a book or a review article should be cited when possible.	{"85, 90, ACTION","3, 18, CONTENT","48, 74, CONTENT","29, 36, ACTION","19, 25, MODAL","75, 81, MODAL"}
6186	7) Although, the prepared adsorbent is described as cheap and potent, no comparison is presented with existing adsorbent regarding the price or efficiency. -> The performance of the prepared adsorbent should be compared  against other commercial ones.	{"211, 219, ACTION","102, 154, CONTENT","159, 200, CONTENT","201, 207, MODAL","221, 250, CONTENT","70, 96, ACTION"}
6187	8) In a pollutant adsorption process, the stability and regenerability of the adsorbent is essential. -> Experiments on the PDADMAC leaching during adsorption and on the possibility of regeneration should be performed  to evaluate the adsorbent performance.	{"105, 197, CONTENT","198, 204, MODAL","219, 256, CONTENT","208, 217, ACTION"}
6188	9) Section 3.1: The characterization (SEM, FTIR, XRD) of the same nanosilica from rice husk is already discussed in reference 33. -> This part should be removed from the main text and presented  as supplementary material.	{"3, 14, LOCATION","16, 91, CONTENT","92, 112, ACTION","116, 128, LOCATION","143, 149, MODAL","152, 160, ACTION","170, 179, LOCATION","184, 193, ACTION","198, 220, LOCATION","133, 142, LOCATION"}
6189	10) All information should be presented  in a compact manner. Figures with similar content should be combined and presented  as parts of a single figure with panels a, b, c,… e.g. Figure 1+2, 7+8, 13+14+15 should be combined .	{"20, 26, MODAL","197, 205, LOCATION","192, 195, LOCATION","180, 190, LOCATION","62, 69, LOCATION","4, 19, CONTENT","216, 224, ACTION","206, 212, MODAL","128, 174, CONTENT","114, 123, ACTION","101, 109, ACTION","91, 97, MODAL","30, 39, ACTION"}
6190	11) Figure 1: The chemical structure of PDADMAC is incorrect. -> The structure should be checked  against the supplier catalogue (https://www.sigmaaldrich.com/catalog/product/aldrich/409030?lang=en&region=VN) and corrected accordingly.	{"14, 47, CONTENT","79, 85, MODAL","65, 78, CONTENT","48, 60, ACTION","4, 12, LOCATION","213, 222, ACTION","110, 208, CONTENT","89, 96, ACTION"}
6191	12) Figure 1b: The schematic/cartoon structure should be omitted  as it shows the same information as the chemical structure.	{"47, 53, MODAL","15, 46, CONTENT","4, 13, LOCATION","57, 64, ACTION"}
6192	13) Figure 16: This figure contains little information. -> The figure should be omitted  and the data should be directly written in the text.	{"70, 76, MODAL","4, 13, LOCATION","15, 26, LOCATION","27, 42, ACTION","43, 54, CONTENT","59, 69, LOCATION","80, 87, ACTION","93, 101, CONTENT","102, 108, MODAL","121, 128, ACTION","136, 140, LOCATION"}
6193	14) Figure 1 and 2: All chemical structures should be drawn uniformly, while following the journal’s style guide.	{"44, 50, MODAL","54, 59, ACTION","20, 43, CONTENT","4, 18, LOCATION"}
6194	15) Lines 53, 68, 195: Informal expressions such as“seems” or“fortunately” should be avoided  in a scientific article.	{"51, 58, LOCATION","23, 43, CONTENT","4, 21, LOCATION","85, 92, ACTION","75, 81, MODAL","61, 74, LOCATION"}
6195	16) The correct degree symbol (°) should be used  everywhere in the text instead of a zero in superscript (0).	{"68, 72, LOCATION","4, 33, CONTENT","34, 40, MODAL","44, 48, ACTION","86, 109, LOCATION"}
6196	17) Lines 141, 301, 308 The incorrect abbreviation, PDADAMAC is used instead of the correct PDADMAC; it should be corrected .	{"24, 50, CONTENT","4, 23, LOCATION","114, 124, ACTION","104, 110, MODAL","92, 99, CONTENT","52, 60, LOCATION"}
6197	18) Figure 3: The figures should be uniformly formatted  in terms of dimensions, size and positioning.	{"4, 12, LOCATION","36, 55, ACTION","14, 25, LOCATION","60, 101, CONTENT","26, 32, MODAL"}
6198	19) Line 139: “An amount of …” -> In the experimental section exact descriptions with exact amounts should be given.	{"100, 106, MODAL","4, 12, LOCATION","14, 30, LOCATION","41, 61, LOCATION","62, 99, CONTENT","110, 115, ACTION"}
6199	20) The calibration curves should be provided  as supplementary material.	{"27, 33, MODAL","4, 26, CONTENT","50, 72, LOCATION","37, 45, ACTION"}
6200	21) Line 151: How was the adsorbent separated from the PDADMAC solution? What type of filter was used/What were the conditions of centrifugation?	{"78, 101, CONTENT","73, 77, TRIGGER","22, 71, CONTENT","14, 17, TRIGGER","4, 12, LOCATION","112, 144, CONTENT","102, 106, TRIGGER"}
6201	22) Line 183: What software or method was used to calculate the average size of silica particles?	{"18, 96, CONTENT","4, 12, LOCATION","14, 18, TRIGGER"}
6202	23) Figure 10: The horizontal line representing 0 mV is above the 0 tick on the Y-axis. -> This inconsistency should be corrected .	{"48, 52, LOCATION","120, 129, ACTION","110, 116, MODAL","15, 34, LOCATION","4, 13, LOCATION","65, 72, LOCATION","80, 86, LOCATION"}
